GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED
Lineups,-1630557-1641715-1641731-1642267-1642848-,C. Kispert - C. Whitmore - B. Coulibaly - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0,1.416667,2,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,4,-3,59,47,28,47,132,78,132,1,86,148,86,89,97,89,88,142,149,71,161,68,65,1,150,58,102,150,4250
Lineups,-203114-1630551-1641731-1642259-1642267-,K. Middleton - J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,1,1,0,1,1.366667,2,2,1,0,0,0,0,0,0,0,2,2,2,1,1,0,0,1,0,4,4,59,2,1,1,133,78,132,1,86,148,86,89,97,89,88,65,87,48,104,22,65,1,81,117,102,14,4100
Lineups,-1630551-1641715-1641731-1642259-1642267-,J. Champagnie - C. Whitmore - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,1,1,0,1,1.3,1,1,1,0,0,0,2,4,0.5,0,1,1,0,0,1,1,0,0,2,4,1,59,2,1,1,134,109,155,1,86,148,86,34,26,73,88,97,113,126,1,22,19,1,1,34,102,46,3900
Lineups,-203114-1630557-1641715-1642267-1642273-,K. Middleton - C. Kispert - C. Whitmore - B. Carrington - K. George,1610612764,WAS,1,0,1,0,1.266667,0,2,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,2,0,-2,59,47,28,47,135,145,132,145,86,99,86,89,97,89,88,97,113,126,104,22,65,163,1,34,155,125,3800
Lineups,-203468-1628963-1630557-1641731-1642267-,C. McCollum - M. Bagley III - C. Kispert - B. Coulibaly - B. Carrington,1610612764,WAS,1,0,1,0,1.25,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-5,59,47,28,47,136,145,132,145,86,70,86,89,97,89,88,97,113,126,1,68,65,1,1,117,155,184,3750
Lineups,-203114-203468-1641774-1642267-1642860-,K. Middleton - C. McCollum - T. Vukcevic - B. Carrington - W. Riley,1610612764,WAS,1,1,0,1,1.233333,0,3,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,-2,59,2,1,1,137,145,106,145,86,99,86,89,97,89,88,65,87,126,1,68,65,1,81,117,155,125,3700
Lineups,-203114-1630557-1642259-1642273-1642848-,K. Middleton - C. Kispert - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0,1.216667,0,2,0,0,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,-3,59,47,28,47,138,145,132,145,86,70,86,89,97,89,88,65,87,126,104,68,65,1,1,117,155,150,3650
Lineups,-1641731-1642259-1642273-1642848-1642860-,B. Coulibaly - A. Sarr - K. George - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0,1.2,1,2,0.5,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,3,-1,59,47,28,47,139,109,132,64,42,99,1,89,97,89,88,97,113,71,1,68,65,1,81,117,116,107,3600
Lineups,-1641731-1641774-1642267-1642273-1642848-,B. Coulibaly - T. Vukcevic - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0,1.2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2,0,0,-1,59,47,28,47,139,145,155,145,86,99,86,89,97,89,88,97,113,126,104,68,19,1,150,117,155,107,3600
Lineups,-203114-1641715-1641774-1642267-1642848-,K. Middleton - C. Whitmore - T. Vukcevic - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0,1.2,0,3,0,0,1,0,0,0,0,0,2,2,0,0,0,1,2,0,0,0,-5,59,47,28,47,139,145,106,145,86,99,86,89,97,89,88,65,87,126,1,68,19,199,1,117,155,184,3600
Lineups,-1630557-1641715-1641731-1642273-1642848-,C. Kispert - C. Whitmore - B. Coulibaly - K. George - T. Johnson,1610612764,WAS,1,0,1,0,1.183333,0,1,0,0,1,0,2,2,1,0,0,0,0,0,0,1,0,1,1,2,0,59,47,28,47,142,145,155,145,86,99,86,34,40,1,88,142,149,126,1,68,19,1,81,58,135,62,3550
Lineups,-1628963-1630557-1641731-1642267-1642273-,M. Bagley III - C. Kispert - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,2,0,2,0,1.166667,0,1,0,0,1,0,0,0,0,1,1,2,0,3,1,0,0,1,1,0,0,23,47,174,47,143,145,155,145,86,99,86,89,97,89,39,97,87,126,189,22,65,1,81,58,155,62,3500
Lineups,-203468-1630551-1630557-1642259-1642364-,C. McCollum - J. Champagnie - C. Kispert - A. Sarr - J. Watkins,1610612764,WAS,1,0,1,0,1.15,1,1,1,0,0,0,2,2,1,0,1,1,1,0,0,0,0,1,1,4,4,59,47,28,47,144,109,155,1,86,148,86,34,40,1,88,97,113,71,1,68,65,1,81,58,102,14,3450
Lineups,-203468-1630551-1641715-1641731-1641774-,C. McCollum - J. Champagnie - C. Whitmore - B. Coulibaly - T. Vukcevic,1610612764,WAS,1,1,0,1,1.15,1,2,0.5,0,1,0,0,0,0,0,0,0,1,1,1,0,0,3,0,2,0,59,2,1,1,144,109,132,64,86,99,86,89,97,89,88,142,149,71,104,22,65,1,177,117,135,62,3450
Lineups,-1628963-1641715-1641731-1642267-1642273-,M. Bagley III - C. Whitmore - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,1,0,1,0,1.15,2,2,1,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,59,47,28,47,144,78,132,1,25,70,1,89,97,89,88,142,149,48,1,68,65,1,1,117,78,46,3450
Lineups,-1630551-1641774-1642267-1642358-1642860-,J. Champagnie - T. Vukcevic - B. Carrington - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0,1.083333,1,2,0.5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,2,0,59,47,28,47,147,109,132,64,86,148,86,89,97,89,88,97,113,71,1,68,65,163,81,117,135,62,3250
Lineups,-1630557-1641715-1641731-1642259-1642267-,C. Kispert - C. Whitmore - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,1,1,0,1,1.05,1,1,1,1,1,1,2,2,1,0,0,0,1,0,1,0,0,0,1,5,2,59,2,1,1,148,109,155,1,42,99,1,34,40,1,88,142,149,71,1,22,65,1,1,58,90,34,3150
Lineups,-203114-203468-1628963-1641731-1642848-,K. Middleton - C. McCollum - M. Bagley III - B. Coulibaly - T. Johnson,1610612764,WAS,1,0,1,0,1.033333,1,3,0.333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,-1,59,47,28,47,149,109,106,115,86,148,86,89,97,89,39,142,113,126,1,68,65,1,1,117,135,107,3100
Lineups,-203468-1630557-1641715-1641731-1641774-,C. McCollum - C. Kispert - C. Whitmore - B. Coulibaly - T. Vukcevic,1610612764,WAS,1,1,0,1,1.016667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5,59,2,1,1,150,145,155,145,86,99,86,89,97,89,88,142,149,126,1,68,65,1,1,58,155,184,3050
Lineups,-1630551-1630557-1642259-1642267-1642364-,J. Champagnie - C. Kispert - A. Sarr - B. Carrington - J. Watkins,1610612764,WAS,1,0,1,0,0.983333,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-6,59,47,28,47,151,145,132,145,86,99,86,89,97,89,39,142,113,126,1,68,65,1,1,117,155,200,2950
Lineups,-203468-1628963-1641731-1641774-1642267-,C. McCollum - M. Bagley III - B. Coulibaly - T. Vukcevic - B. Carrington,1610612764,WAS,1,1,0,1,0.966667,1,2,0.5,1,2,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,59,2,1,1,152,109,132,64,42,70,27,89,97,89,88,142,149,71,1,68,65,1,1,117,116,62,2900
Lineups,-1630551-1630557-1641731-1641774-1642267-,J. Champagnie - C. Kispert - B. Coulibaly - T. Vukcevic - B. Carrington,1610612764,WAS,1,0,1,0,0.966667,2,3,0.667,1,2,0.5,0,0,0,1,1,2,1,0,1,0,0,1,0,5,3,59,47,28,47,152,78,106,28,42,70,27,89,97,89,39,97,87,71,1,22,65,1,81,117,90,22,2900
Lineups,-203114-203468-1642259-1642848-1642860-,K. Middleton - C. McCollum - A. Sarr - T. Johnson - W. Riley,1610612764,WAS,1,1,0,1,0.95,0,0,0,0,0,0,3,4,0.75,0,0,0,0,0,1,0,0,2,2,3,1,59,2,1,1,154,145,185,145,86,148,86,24,26,53,88,142,149,126,1,22,65,1,150,34,116,46,2850
Lineups,-1631103-1641731-1642259-1642267-1642860-,M. Branham - B. Coulibaly - A. Sarr - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0,0.95,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,-2,59,47,28,47,154,145,132,145,86,148,86,89,97,89,39,97,87,126,1,68,65,1,1,117,155,125,2850
Lineups,-1630551-1641715-1642259-1642267-1642273-,J. Champagnie - C. Whitmore - A. Sarr - B. Carrington - K. George,1610612764,WAS,2,0,2,0,0.926667,1,1,1,0,0,0,2,2,1,0,1,1,1,1,0,0,0,1,1,4,2,23,47,174,47,156,109,155,1,86,148,86,34,40,1,88,97,113,71,104,68,65,1,81,58,102,34,2780
Lineups,-203468-1628963-1641774-1642267-1642848-,C. McCollum - M. Bagley III - T. Vukcevic - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0,0.925,1,3,0.333,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,2,2,59,47,28,47,157,109,106,115,86,148,86,89,97,89,39,97,87,71,1,68,19,1,1,117,135,34,2775
Lineups,-1641715-1641731-1642267-1642273-1642848-,C. Whitmore - B. Coulibaly - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0,0.916667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,59,47,28,47,158,145,155,145,86,99,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,184,2750
Lineups,-1630557-1641731-1642267-1642273-1642848-,C. Kispert - B. Coulibaly - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0,0.898333,0,1,0,0,0,0,1,2,0.5,0,0,0,0,1,0,0,0,0,1,1,-2,59,47,28,47,159,145,155,145,86,148,86,64,40,73,88,142,149,126,104,68,65,1,1,58,151,125,2695
Lineups,-203468-1630551-1641731-1641774-1642267-,C. McCollum - J. Champagnie - B. Coulibaly - T. Vukcevic - B. Carrington,1610612764,WAS,1,1,0,1,0.883333,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,-4,59,2,1,1,160,145,185,145,86,148,86,89,97,89,88,97,113,126,161,68,65,1,1,117,155,170,2650
Lineups,-203114-1641715-1642259-1642267-1642273-,K. Middleton - C. Whitmore - A. Sarr - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0.883333,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-3,59,47,28,47,160,145,155,145,86,99,86,89,97,89,88,142,149,126,104,22,65,1,81,117,155,150,2650
Lineups,-203468-1630551-1642259-1642267-1642860-,C. McCollum - J. Champagnie - A. Sarr - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0,0.866667,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,-1,59,47,28,47,162,109,155,1,86,148,86,89,81,89,88,97,113,71,1,68,65,1,81,58,135,107,2600
Lineups,-1630557-1641731-1642259-1642267-1642273-,C. Kispert - B. Coulibaly - A. Sarr - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,59,47,28,47,163,145,155,145,86,99,86,89,97,89,88,142,149,126,104,68,65,1,1,117,155,125,2550
Lineups,-1630551-1641731-1642259-1642273-1642848-,J. Champagnie - B. Coulibaly - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0,0.85,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,59,47,28,47,163,109,155,1,86,148,86,89,97,89,88,142,149,126,1,68,65,1,81,117,135,62,2550
Lineups,-203114-1630557-1641731-1642267-1642273-,K. Middleton - C. Kispert - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,59,47,28,47,163,145,155,145,86,99,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,150,2550
Lineups,-1642259-1642267-1642273-1642358-1642860-,A. Sarr - B. Carrington - K. George - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0,0.816667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2,59,47,28,47,166,145,185,145,86,148,86,89,97,89,88,142,149,126,104,68,65,1,81,117,155,125,2450
Lineups,-203468-1630557-1641774-1642259-1642273-,C. McCollum - C. Kispert - T. Vukcevic - A. Sarr - K. George,1610612764,WAS,1,0,1,0,0.816667,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,-1,59,47,28,47,166,109,155,1,86,148,86,89,97,89,88,97,113,71,1,68,65,1,1,58,135,107,2450
Lineups,-1630557-1641715-1641731-1642259-1642273-,C. Kispert - C. Whitmore - B. Coulibaly - A. Sarr - K. George,1610612764,WAS,1,0,1,0,0.783333,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,-2,59,47,28,47,168,145,185,145,86,148,86,89,97,89,88,97,113,126,104,68,65,1,81,117,155,125,2350
Lineups,-203468-1628963-1630551-1642364-1642860-,C. McCollum - M. Bagley III - J. Champagnie - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0,0.783333,0,3,0,0,1,0,0,0,0,2,1,3,0,0,0,1,2,1,0,0,0,59,47,28,47,168,145,106,145,86,99,86,89,97,89,19,97,61,126,1,68,19,199,81,117,155,62,2350
Lineups,-203468-1630551-1630557-1642259-1642848-,C. McCollum - J. Champagnie - C. Kispert - A. Sarr - T. Johnson,1610612764,WAS,1,0,1,0,0.766667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,59,47,28,47,170,145,155,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,184,2300
Lineups,-1628963-1630557-1641715-1641731-1642273-,M. Bagley III - C. Kispert - C. Whitmore - B. Coulibaly - K. George,1610612764,WAS,1,0,1,0,0.766667,1,3,0.333,0,0,0,1,1,1,1,1,2,0,0,0,0,1,0,1,3,3,59,47,28,47,170,109,106,115,86,148,86,64,81,1,39,97,87,126,1,68,65,163,1,58,116,22,2300
Lineups,-203114-203468-1641731-1642273-1642848-,K. Middleton - C. McCollum - B. Coulibaly - K. George - T. Johnson,1610612764,WAS,1,0,1,0,0.726667,0,1,0,0,1,0,3,3,1,0,0,0,0,0,0,0,0,1,1,3,1,59,47,28,47,172,145,155,145,86,99,86,24,33,1,88,142,149,126,1,68,65,1,81,58,116,46,2180
Lineups,-203114-1628963-1630557-1642267-1642273-,K. Middleton - M. Bagley III - C. Kispert - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0.716667,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,-2,59,47,28,47,173,145,185,145,86,148,86,89,97,89,88,97,113,126,161,68,65,1,1,117,155,125,2150
Lineups,-203468-1630551-1641774-1642267-1642273-,C. McCollum - J. Champagnie - T. Vukcevic - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0.666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-3,59,47,28,47,174,145,155,145,86,148,86,89,97,89,88,142,149,126,1,68,65,163,81,117,155,150,2000
Lineups,-203468-1628963-1642364-1642848-1642860-,C. McCollum - M. Bagley III - J. Watkins - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-3,59,47,28,47,174,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,81,58,155,150,2000
Lineups,-203468-1628963-1630551-1642267-1642273-,C. McCollum - M. Bagley III - J. Champagnie - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0.65,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-3,59,47,28,47,176,145,155,145,86,99,86,89,97,89,88,142,149,126,104,68,65,1,81,117,155,150,1950
Lineups,-203114-203468-1628963-1641715-1641731-,K. Middleton - C. McCollum - M. Bagley III - C. Whitmore - B. Coulibaly,1610612764,WAS,1,1,0,1,0.65,1,2,0.5,1,2,0.5,0,0,0,1,1,2,0,0,0,0,0,1,0,3,0,59,2,1,1,176,109,132,64,42,70,27,89,97,89,39,97,87,126,1,68,65,1,81,117,116,62,1950
Lineups,-203468-1641731-1641774-1642273-1642848-,C. McCollum - B. Coulibaly - T. Vukcevic - K. George - T. Johnson,1610612764,WAS,1,0,1,0,0.633333,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,59,47,28,47,178,145,155,145,86,99,86,89,97,89,88,97,113,126,1,68,65,1,1,117,155,62,1900
Lineups,-1630557-1641715-1641731-1641774-1642273-,C. Kispert - C. Whitmore - B. Coulibaly - T. Vukcevic - K. George,1610612764,WAS,1,0,1,0,0.6,1,3,0.333,0,0,0,1,1,1,2,1,3,1,0,0,0,0,0,1,3,3,59,47,28,47,179,109,106,115,86,148,86,64,81,1,19,97,61,71,1,68,65,1,1,58,116,22,1800
Lineups,-203468-1641715-1641731-1642273-1642848-,C. McCollum - C. Whitmore - B. Coulibaly - K. George - T. Johnson,1610612764,WAS,1,0,1,0,0.533333,0,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,-1,59,47,28,47,180,145,185,145,86,148,86,64,40,73,88,142,149,126,1,68,65,1,1,58,151,107,1600
Lineups,-203468-1630551-1630557-1641774-1642273-,C. McCollum - J. Champagnie - C. Kispert - T. Vukcevic - K. George,1610612764,WAS,1,0,1,0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,59,47,28,47,180,145,185,145,86,148,86,89,97,89,88,142,149,126,104,68,65,1,1,117,155,125,1600
Lineups,-1642259-1642267-1642273-1642364-1642848-,A. Sarr - B. Carrington - K. George - J. Watkins - T. Johnson,1610612764,WAS,1,0,1,0,0.505,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,59,47,28,47,182,109,155,1,42,99,1,89,97,89,88,142,149,71,1,22,65,1,1,117,116,22,1515
Lineups,-1628963-1630551-1641715-1641731-1642267-,M. Bagley III - J. Champagnie - C. Whitmore - B. Coulibaly - B. Carrington,1610612764,WAS,1,0,1,0,0.495,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,59,47,28,47,183,145,132,145,86,148,86,89,97,89,39,142,113,126,1,68,65,1,1,117,155,125,1485
Lineups,-1630551-1631103-1641715-1642259-1642267-,J. Champagnie - M. Branham - C. Whitmore - A. Sarr - B. Carrington,1610612764,WAS,1,0,1,0,0.453333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,59,47,28,47,184,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,19,1,81,117,155,62,1360
Lineups,-1642259-1642267-1642273-1642848-1642860-,A. Sarr - B. Carrington - K. George - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,59,47,28,47,185,145,155,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,81,117,155,125,1350
Lineups,-203468-1630557-1641715-1642259-1642848-,C. McCollum - C. Kispert - C. Whitmore - A. Sarr - T. Johnson,1610612764,WAS,2,0,2,0,0.45,0,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,-1,23,47,174,47,185,145,185,145,86,148,86,64,40,73,88,142,149,126,1,68,65,1,1,58,151,107,1350
Lineups,-1630551-1630557-1641731-1642267-1642273-,J. Champagnie - C. Kispert - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0.445,0,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,-1,59,47,28,47,187,145,185,145,86,148,86,64,40,73,88,142,149,126,1,68,65,1,1,58,151,107,1335
Lineups,-1628963-1630557-1642267-1642848-1642860-,M. Bagley III - C. Kispert - B. Carrington - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0,0.418333,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,59,47,28,47,188,109,155,1,42,99,1,89,97,89,88,142,149,71,1,68,65,1,1,117,116,22,1255
Lineups,-1628963-1630551-1641715-1642267-1642848-,M. Bagley III - J. Champagnie - C. Whitmore - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0,0.401667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,28,47,189,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,1205
Lineups,-1630536-1642259-1642358-1642848-1642860-,S. Cooper - A. Sarr - A. Johnson - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0,0.383333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,59,47,28,47,190,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,150,1150
Lineups,-203468-1628963-1630557-1642267-1642273-,C. McCollum - M. Bagley III - C. Kispert - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0.366667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,28,47,191,145,155,145,86,99,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,1100
Lineups,-203468-1628963-1641731-1642273-1642848-,C. McCollum - M. Bagley III - B. Coulibaly - K. George - T. Johnson,1610612764,WAS,1,0,1,0,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,59,47,28,47,192,145,155,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,81,117,155,107,1050
Lineups,-203114-1630551-1630557-1642267-1642848-,K. Middleton - J. Champagnie - C. Kispert - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0,0.333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59,47,28,47,193,145,155,145,86,99,86,89,97,89,88,142,149,126,1,68,65,1,81,117,155,62,1000
Lineups,-203468-1630551-1631103-1641774-1642267-,C. McCollum - J. Champagnie - M. Branham - T. Vukcevic - B. Carrington,1610612764,WAS,1,1,0,1,0.323333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,2,1,1,194,145,185,145,86,148,86,89,97,89,88,142,149,126,104,68,65,1,1,117,155,62,970
Lineups,-1628963-1642358-1642364-1642848-1642860-,M. Bagley III - A. Johnson - J. Watkins - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0,0.316667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-3,59,47,28,47,195,145,185,145,86,148,86,89,97,89,88,142,149,126,104,68,65,1,1,117,155,150,950
Lineups,-203114-1641715-1641774-1642267-1642273-,K. Middleton - C. Whitmore - T. Vukcevic - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,28,47,196,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,885
Lineups,-203114-203468-1641774-1642259-1642273-,K. Middleton - C. McCollum - T. Vukcevic - A. Sarr - K. George,1610612764,WAS,1,0,1,0,0.283333,1,2,0.5,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,3,3,59,47,28,47,197,109,132,64,86,99,86,64,81,1,39,142,113,126,1,68,65,1,1,58,116,22,850
Lineups,-203114-203468-1642267-1642273-1642848-,K. Middleton - C. McCollum - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,1,0,1,0.276667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,1,1,198,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,830
Lineups,-203114-1630551-1642259-1642273-1642848-,K. Middleton - J. Champagnie - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3,59,47,28,47,199,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,81,117,155,150,750
Lineups,-203468-1630557-1641774-1642267-1642848-,C. McCollum - C. Kispert - T. Vukcevic - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0,0.233333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,59,47,28,47,200,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,125,700
Lineups,-203468-1630551-1641731-1641774-1642273-,C. McCollum - J. Champagnie - B. Coulibaly - T. Vukcevic - K. George,1610612764,WAS,1,0,1,0,0.233333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59,47,28,47,200,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,81,117,155,62,700
Lineups,-203114-1630551-1642267-1642273-1642364-,K. Middleton - J. Champagnie - B. Carrington - K. George - J. Watkins,1610612764,WAS,1,0,1,0,0.231667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-4,59,47,28,47,202,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,81,117,155,170,695
Lineups,-203468-1630551-1641715-1642259-1642848-,C. McCollum - J. Champagnie - C. Whitmore - A. Sarr - T. Johnson,1610612764,WAS,1,0,1,0,0.216667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,28,47,203,145,185,145,86,148,86,89,97,89,88,142,149,126,1,68,65,1,1,117,155,62,650
Lineups,-1641715-1641731-1642259-1642267-1642848-,C. Whitmore - B. Coulibaly - A. Sarr - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59,47,28,47,204,145,185,145,86,148,86,89,97,89,88,142,149,126,1,22,65,1,1,117,155,62,630
Lineups,-203468-1630557-1641715-1642267-1642273-,C. McCollum - C. Kispert - C. Whitmore - B. Carrington - K. George,1610612764,WAS,1,0,1,0,0.205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-2,59,47,28,47,205,145,155,145,86,148,86,89,97,89,88,142,149,126,1,68,65,163,81,117,155,125,615
